date,post-increment,preprocessor-in-statement,operator-precedence,all-nodes,literal-encoding,omitted-curly-braces,pre-increment,logic-as-control-flow,reversed-subscript,comma-operator,rev-str,project,type-conversion,repurposed-variable,macro-operator-precedence,non-atoms,implicit-predicate,conditional,assignment-as-value
2011-01-01,7468,852,35861,13368253,150,109271,1294,609,28,2869,a1fe26ecb7c703c97dcc73743afc0db2e68ea0e3,gcc,1804,8328,20,13194428,13781,8915,3642
2010-01-01,7079,809,32091,12230258,125,98478,1204,545,28,2692,c8d7995dc6792cfbd9299eee81c7e44194a77d7a,gcc,1643,7635,17,12073386,12925,8090,3323
2009-01-01,6726,689,29696,11514180,108,89942,1168,520,28,2569,d6e61aa728d8a53915ccb70763d5c9fb8cabb0fe,gcc,1491,7148,17,11371494,9576,7497,3088
2008-01-01,6413,598,26415,10674849,56,80751,1073,452,28,2419,60f25b92bea2b209be30b78b8469688ef0cb3e49,gcc,1271,6657,13,10546628,8977,6877,2712
2007-01-01,6068,502,22100,7332806,51,69537,1036,382,28,2258,4f1db732b726b4acd41858bfcc597d14eb6a77ae,gcc,1064,6083,13,7222168,8217,6022,2563
2006-01-01,5977,475,20105,6778509,42,64424,939,397,24,2144,0684f07b1e89809aa16878b2c36cf8fb9d800911,gcc,1114,5751,13,6675940,7697,5544,2437
2005-01-01,5745,342,17793,5857810,44,58493,833,381,23,1897,51a0525c68740a12d03f54dee4ccdd13ca1c6059,gcc,958,5169,11,5765177,7017,4863,2224
2004-01-01,2222,297,12015,4933082,44,50053,914,454,2,1780,60ee478074dc5417cbaa7de0d7007df29a427931,gcc,833,4873,12,4855286,6706,4283,2583
2003-01-01,1188,112,4239,2550932,34,15900,552,141,2,696,dd2e276040ca9318ca9d39a0419ae87a5c18a446,gcc,583,1412,9,2524660,3098,1359,1261
2002-01-01,977,102,3426,2724472,31,13237,530,130,2,561,18281053c72e32c18d800167d2771f16f8255106,gcc,498,1124,10,2702493,2827,1337,1103
2001-01-01,935,72,3454,2610093,31,12541,589,133,2,582,df3b4a51c4b969cadc5999249f1285ab4df163ef,gcc,303,1271,10,2589062,2764,1308,1082
2000-01-01,695,56,2818,2338560,20,10946,466,127,2,473,8911b94314927aee6752cb5d89765972694a44cb,gcc,149,819,8,2320947,2525,986,980
1999-01-01,529,44,2294,1664618,20,9282,420,122,2,407,4c9b1e8a69f629e60a472cfa653099ea37151431,gcc,116,754,2,1649670,2237,845,900
1998-01-01,433,35,2005,1353105,11,7959,367,113,2,358,9cef77f477116bf2cfaaf1e8227dcb7d04d66485,gcc,102,713,0,1340372,1789,603,744
1997-01-03,91,11,474,328443,1,1670,60,28,0,117,1324c669fdb7e71ea56b3f5273dc754db8c09f9f,gcc,17,10,0,325849,997,112,158
1996-01-01,89,12,411,302686,1,1416,29,31,0,110,e2015c3b33936e31f92b3126672097bbb69fb4a8,gcc,5,6,0,300484,862,104,127
1995-01-02,88,14,396,273117,0,1289,29,31,0,96,22f21985f4f5f054178ffeaa20c64d068cb19deb,gcc,6,6,0,271080,777,94,120
1994-01-02,61,10,301,210139,0,919,27,19,0,77,860d312c91266b9d88524c95e55b2c05b0f9b475,gcc,2,3,0,208710,547,67,91
1993-01-01,43,4,175,165801,0,674,5,12,0,47,5d368311dffb472eb17e5d15fc434b348474b06c,gcc,2,0,0,164841,375,35,59
1992-01-01,50,1,107,60981,0,351,33,2,0,20,497de2d4368b02315def48ecd8063ee3af54bdc9,gcc,2,2,0,60406,119,17,34
1991-01-31,0,0,4,1137,0,8,0,0,0,1,02228692611e480488ae944ac531a529cab0f3fa,gcc,1,0,0,1124,1,0,0
1990-01-31,0,0,0,59,0,0,0,0,0,0,5f00a78dbe32ddde5ed9f2a78b41e1a5074bb4b7,gcc,0,0,0,59,0,0,0
1989-08-13,0,0,0,51,0,0,0,0,0,0,17cf341d65a3766f6451fe3bc20b9c010d38ba3b,gcc,0,0,0,51,0,0,0
2017-01-01,22468,4339,216166,67805285,538,488204,7702,4056,2,27451,7617377ac5cf2814bf06eed74a8a8cb39ad1127b,freebsd,1981,23144,1248,66940474,68469,38621,41407
2016-01-01,21750,4094,203708,63351674,519,456915,7372,3747,2,26152,ed55793422d36f8a8036159c0b7c8011bc2fe2fb,freebsd,1952,22123,1211,62539945,65175,35447,38657
2015-01-01,38480,6386,316782,94668949,945,746845,12929,6633,4,30734,a7ae9a638d5518687d8fddb26ebf58af5d3e6f2d,freebsd,3498,36638,1772,93369264,102496,56857,63641
2014-01-01,912,82,12218,4974381,73,40180,451,85,0,1290,bbe9ac81c3fe3a3ea47d81758276b4432d28786a,freebsd,133,1240,1,4914608,1477,4100,761
2013-01-01,20086,3466,168688,45990720,491,372706,6254,3363,2,16537,93a0b775d97f3cb10851b347ef0f7f198879fb8e,freebsd,1839,19179,1009,45322851,59671,27382,34744
2012-01-01,18857,3199,152174,43103640,460,342563,5710,3051,2,14606,6a395c235cd631e5e5401550e0fdc7cf67e8b020,freebsd,1757,17993,957,42492445,55589,25054,32004
2011-01-01,17844,2603,132904,37773474,430,307319,5410,2890,2,13637,8229c0275d7cf8c5a2cd1e09ddcc3c74e9fafcfb,freebsd,1331,16790,919,37225796,50158,22167,30668
2010-01-01,533,59,6426,2773816,29,22105,326,57,1,628,a16c51cee9225a354c999dd1076d5dba2aa79807,freebsd,64,793,9,2741369,743,1849,570
2009-01-01,15477,2152,110769,28991489,342,244809,4838,2645,2,11283,05475b9543d9864dc29a307affe7e03706cac326,freebsd,1127,14500,836,28543367,44749,17672,28196
2008-01-01,29498,3714,202612,53693300,566,456432,9104,5082,2,20950,d473542286827c0c2230741a59bf9977faa79e9d,freebsd,2160,27138,1500,52863932,81096,32600,53676
2007-01-01,13599,1664,86145,24126446,284,205516,4379,2418,1,9434,51b8a53652a843529f52080a9fdba434ae855184,freebsd,1023,12284,659,23757162,37357,14569,24398
2006-01-01,13053,1553,78347,22569878,261,193411,4079,2289,1,9041,e9ab99b7204d428468215ebe4f6aa562b7e28457,freebsd,1004,11761,618,22225263,34389,13992,22873
2005-01-01,12466,1478,73150,21167771,218,181613,3845,2118,1,8373,52fb5ceb6899be995cfc1a318048a87f2888817f,freebsd,1024,11435,601,20844979,31459,12952,21016
2004-01-01,11052,1209,55457,16977999,161,128648,3433,1678,1,6968,f97ef1fb8606e22ac439369e8d68fc66caa0f0c2,freebsd,841,7368,466,16740015,24392,9758,18923
2003-01-01,10553,1191,49061,15957522,152,119226,3284,1540,2,5773,c28c69ebf9a0a85c7e9e76bbd63b981aa8478a41,freebsd,814,6689,491,15739337,22711,9626,17797
2002-01-01,8679,874,38753,13246508,104,93916,2812,1279,2,4690,e5d0c7a325f96d95457db7bc520f0cd886c77efe,freebsd,607,5297,561,13074017,17343,7498,14543
2001-01-01,7512,738,32970,11548157,137,82191,2505,1180,2,4705,37f5912410828f0ab050603a735d5279f156d37e,freebsd,591,4583,566,11397995,14600,6735,12656
2000-01-01,6249,557,24694,8635546,107,60890,1745,947,1,3140,41a606e47393e252b5a06b1bfce96ec5bb95786d,freebsd,474,3333,526,8523903,10737,5479,9953
1999-01-01,5367,444,20270,6822063,90,47870,1619,793,1,2263,e4a4ff71802ce68efaa1c69bb97266efedfdfb9b,freebsd,454,2471,445,6733832,7911,4251,8240
1998-01-01,4111,402,14849,5137456,65,36966,1239,671,1,1650,47c4182543240f5525adccee2b8af88df9c1e523,freebsd,368,1834,415,5070251,5966,3269,6364
1997-01-01,3112,298,12143,4609688,39,30747,1127,559,0,1561,d19cae33a9a44c6665389b783a9504f743ef92d6,freebsd,197,1526,383,4554226,4918,2829,5298
1996-01-01,2558,214,9834,3654536,42,24807,824,411,0,1081,ff9186df13d1aa41b177a5cc27eae6ebed5bff8b,freebsd,178,959,333,3610252,3715,2205,4239
1995-01-01,1743,166,7061,2748629,12,15563,636,290,0,1037,25d4652d990cadc984fe28cd5955da5f09e09d70,freebsd,120,489,334,2719823,2540,1549,2771
1994-01-02,164,31,589,546809,2,2297,70,27,0,169,44196ffe13e5376b5162406170953832ebc8a828,freebsd,4,33,43,543129,434,150,418
1993-06-12,2,0,18,26121,0,36,1,0,0,2,05cb592c95a1c6729c2aef7e67250bff09fb7daa,freebsd,1,0,16,26034,3,9,15
2017-01-01,791,131,4392,1157093,3,12480,189,291,0,642,4f7a90bf6ce831063d721324e712f8c38e85c678,emacs,391,1002,0,1135061,1663,1456,943
2016-01-01,795,131,4330,1137480,3,12294,183,282,0,632,982530518fd6806a896a75f73e29e2f3b59e5791,emacs,397,994,0,1115712,1715,1423,933
2015-01-01,695,117,3911,1022686,3,10908,153,220,0,596,8f0cf0a62b8bd30058dc78d598a08e6b2d57c106,emacs,448,940,0,1002924,1830,1310,824
2014-02-01,688,125,3836,1005401,3,10786,145,219,0,610,94304aea88c1b80eb95ffaa8ffb88cf52207ec5b,emacs,440,900,0,985946,1841,1259,808
2013-01-31,683,123,3438,837967,3,9924,144,224,0,531,ae8a4617f3829786fc675b0dd8d818697da6a214,emacs,333,806,0,820081,2135,1071,760
2012-01-01,691,126,3347,814027,3,9721,134,227,0,521,7da5b94434256b084e7755d53e6708f6ff4f7dc1,emacs,42,791,0,796682,2402,992,786
2011-01-01,702,101,3118,788999,7,9357,134,195,0,539,3afff00e6f188170ef5eca34d435e7a0730df3fc,emacs,46,796,0,772686,2079,864,736
2010-01-01,88,35,452,285523,0,1704,34,13,0,57,9c82e14597e63ce0d4b036deedc18a8a4732d19b,emacs,2,79,0,282822,505,139,153
2009-02-01,82,35,381,256934,0,1370,30,12,0,54,befa8175626a8be1a5f1f75341c8d05a4ffc8786,emacs,1,39,0,254720,468,116,137
2008-01-01,93,31,499,270384,0,1397,27,10,0,64,c59a24425bd684d22213781c70c2a8a5b01b3aa0,emacs,9,30,0,268176,387,109,143
2007-01-01,88,31,454,259681,0,1251,18,10,0,54,596258f4509f64b1880ff3042aebecd425c57acb,emacs,9,23,0,257709,369,97,132
2006-01-01,87,31,457,258073,0,1242,18,9,0,57,b20de1cd1c3c50c3ba74cc35fd2feb03927c36ff,emacs,9,23,0,256105,388,99,132
2005-01-01,83,27,435,249655,0,1185,18,8,0,49,f323e507d04d854d6626e1971d740a22600f4c67,emacs,9,22,0,247798,379,95,121
2004-01-01,86,27,431,248627,0,1176,19,7,0,48,02c77ee91c2ba77634313783193bbfd18160ec52,emacs,9,24,0,246784,360,94,120
2003-01-01,85,27,449,252943,0,1176,19,7,0,48,17f8fc449a1570c0ff81da17d215a6625d0c64be,emacs,9,23,0,251076,378,94,120
2002-01-01,81,28,462,245977,0,1152,22,7,0,65,2e4c04877489b6a61f9fce50f15572625212996b,emacs,9,27,0,244110,364,90,125
2001-01-01,83,28,541,251706,0,1175,27,7,0,70,4b825385a761d6098b1247d9998b781f1867351c,emacs,17,25,0,249724,364,90,127
2000-01-01,73,24,509,201762,2,893,26,9,0,65,9b784e967651d58d80914c83f254ecd33a10682d,emacs,21,25,1,200162,295,80,86
1999-01-02,65,6,422,164201,0,754,25,11,0,62,81d492d5da8d8d24f30ed514c4de9e968bcc2b6b,emacs,15,21,0,162921,194,78,70
1998-01-01,61,2,296,133589,0,540,22,9,0,41,b73ea88edf86ce4878ad3f9d27c9dc9dcac0bb59,emacs,14,19,0,132703,173,49,53
1997-01-01,47,2,268,114728,0,412,16,7,0,35,74ae5fabeb1ef1b611da835e3d28c8b530707613,emacs,8,12,0,114025,109,47,48
1996-01-01,25,2,225,106225,0,329,12,5,0,32,567c1ca939067d178a440c5d3a0b33c320e85f41,emacs,8,10,2,105671,97,30,38
1995-01-02,28,2,215,92977,0,356,10,2,0,38,3fe8bda56f651afc2846cfac561dfff604cb846f,emacs,7,8,0,92392,88,35,33
1994-01-01,7,1,147,57363,0,187,7,1,0,12,3d2e9cea7eb0a9aafebef31302e341bd51c3dca4,emacs,7,4,0,57061,66,16,24
1993-01-02,3,0,110,47550,0,144,3,0,0,10,fdcba502fabb3a06669fa43bf20a84c8fb7d185e,emacs,7,0,0,47331,49,12,17
1992-01-08,3,0,81,33948,0,96,2,0,0,10,e652a34a67f502767cd6e06800690438e4843a18,emacs,7,0,0,33792,27,10,19
1991-01-02,2,0,7,7144,0,14,0,0,0,3,632a8dd6c32b57eedf0825a35e27f43cf4e6c9bd,emacs,0,0,0,7114,5,1,6
1990-01-02,2,0,4,2928,0,2,0,0,0,0,701570d7d6b2239163cd22150e8709dbf53fcaf1,emacs,0,0,0,2920,2,1,0
1989-01-13,2,0,4,2201,0,2,0,0,0,0,497d1817d9f8fc369c8227835764dc50484e4c36,emacs,0,0,0,2193,2,1,0
1988-02-11,0,0,1,654,0,0,0,0,0,0,d7cc518448c8af66db86a842bbd0372e7e13a95a,emacs,0,0,0,653,0,0,0
1987-01-07,0,0,1,600,0,0,0,0,0,0,b20cd8dbd051aa561257df965c0d3eaef5df069e,emacs,0,0,0,599,0,0,0
1986-09-12,0,0,0,17,0,0,0,0,0,0,47bdd84a0a9d20aab934482a64b84d0db63e7532,emacs,0,0,0,17,0,0,0
1985-04-18,0,0,0,17,0,0,0,0,0,0,ce5584125c44a1a2fbb46e810459c50b227a95e2,emacs,0,0,0,17,0,0,0
2017-01-01,695,635,11427,7009751,18,53864,385,93,14,1728,b63fa9e2bb8aac0a80c3e3467991c6b1a4b01e6a,clang,1107,1954,61,6933954,1936,5311,1411
2016-01-01,1068,532,10236,5945934,18,41826,345,91,10,1619,bb8772dd106fb9b9cb0737575c15652bace0b9c7,clang,882,1554,52,5883966,1850,4711,1391
2015-01-01,1027,514,9341,5256004,18,37237,323,82,10,1374,2e98270d45c3201e0ad684a798d217a9d0bfb258,clang,738,1379,30,5200538,1766,4296,1153
2014-01-01,954,448,8456,4715965,16,31934,268,84,8,1149,ca70f4fa1c4eae6a47c97c773b8e63803a43a90c,clang,497,1225,24,4668025,1431,3764,1068
2013-01-01,824,410,7326,3945387,2,27890,162,57,7,978,7ff1e45cddd078c56bd18a77268b9eebd4289013,clang,359,1074,23,3903868,1298,3112,866
2012-01-01,711,319,6155,3248698,2,23502,126,53,7,832,be1ac0648b81d9dc9324e3eb0ae8a8a86a85e452,clang,268,835,22,3213817,1112,2664,721
2011-01-01,716,211,4312,2400785,1,17051,109,46,6,525,4ff1a1c09140e845239c2dd360edf8b7a2360216,clang,158,590,10,2375429,898,1899,559
2010-01-01,543,133,2939,1677307,1,11552,74,25,5,332,c171e3b192a372669cf622ff0b6a847f8e5b4220,clang,127,414,1,1660032,588,1306,414
2009-01-04,92,27,1190,722573,1,4842,30,9,2,123,b723f7520bcce5f13ccaae557c16a1e7133b6908,clang,36,154,1,715588,253,521,175
2008-01-02,41,10,495,306631,1,2076,12,3,1,51,b679fed0008131f18d2f8034146732c7dad9367f,clang,19,60,1,303609,162,189,104
2007-10-01,34,8,331,214481,1,1525,10,1,1,33,d48ade633d96b94cb435d73e2c935ea457152dec,clang,9,42,0,212320,131,101,71
